ARK;"Dénomination / Titre";Auteur;"Date de création";"Numéro d’inventaire";Collection
cl010060564;"Une exposition d’œuvres d’art : troisième vue";"Kamir, Léon ; France";1933;"INV 20609";"Département des Peintures"
cl010060565;"Une exposition d’œuvres d’art : deuxième vue";"Kamir, Léon ; France";1933;"INV 20608";"Département des Peintures"
cl010060566;"Une exposition d'oeuvres d'art ; première vue";"Kamir, Léon ; France";1933;"INV 20607";"Département des Peintures"
cl010060567;"La pêche miraculeuse";"Jouvenet, Jean ; France";"1700 / 1706  (1e quart du XVIIIe siècle)";"INV 5487; MR 1867";"Département des Peintures"
cl010060568;"La messe du chanoine Antoine de La Porte";"Jouvenet, Jean ; France";"vers 1710";"INV 5502; MR 1861";"Département des Peintures"
cl010060569;"La Résurrection de Lazare";"Jouvenet, Jean ; France";1706;"INV 5489; MR 1865";"Département des Peintures"
cl010060570;"La destruction de Jérusalem par les Romains";"Heim, François-Joseph ; France";1824;"INV 5305; L 3926";"Département des Peintures"
cl010060571;"Plafond : Le Vésuve personnifié reçoit de Jupiter le feu qui doit consumer les villes d'Herculanum,de Pompéi et de Stabies.";"Heim, François-Joseph ; France";1827;"INV 5301; C 194";"Département des Peintures"
cl010060572;"La peste à Rome, sous le pape Nicolas V";"Larivière, Charles Philippe Auguste de ; France";1830;"INV 5681; LP 46; RF 436";"Département des Peintures"
cl010060573;"Charles Le Brun (1619-1690)";"Largillière, Nicolas de ; France";"1683 / 1686  (4e quart du XVIIe siècle)";"INV 5661; MR 1937";"Département des Peintures"
cl010060574;L'Innocence;"Lancret, Nicolas ; France";"vers 1743";"INV 5611; B 1296";"Département des Peintures"
cl010060575;L'Été;"Lancret, Nicolas ; France";1738;"INV 5598; B 702";"Département des Peintures"
cl010060576;L'Automne;"Lancret, Nicolas ; France";1738;"INV 5599; B 703";"Département des Peintures"
cl010060577;"La Leçon de musique";"Lancret, Nicolas ; France";"vers 1743";"INV 5610; B 1051";"Département des Peintures"
cl010060578;"Le Printemps";"Lancret, Nicolas ; France";1738;"INV 5597; B 701";"Département des Peintures"
cl010060579;"Jupiter foudroyant les Titans";"Lamy, Charles ; France";1735;"INV 8639; MR 1248";"Département des Peintures"
cl010060580;"L'Amour des Arts console la Peinture des écrits ridicules et envenimés de ses ennemis";"Lagrenée, Louis Jean-François ; France";1781;"INV 5556; MR 1888";"Département des Peintures"
cl010060581;"Préparatifs du combat de Pâris et Ménélas, dit aussi Le Serment de Priam et d'Agamemnon";"Lagrenée, Louis Jean-François ; France";"1780 / 1781  (3e tiers du XVIIIe siècle)";"INV 5559; MR 1884";"Département des Peintures"
cl010060582;"L'enlèvement de Déjanire par le centaure Nessus";"Lagrenée, Louis Jean-François ; France";1755;"INV 5552; MR 1889";"Département des Peintures"
cl010060583;"Plafond : L'Hiver ou Éole déchaînant les vents qui couvrent les montagnes de neige";"Lagrenée, Jean-Jacques ; France";1775;"INV 5568";"Département des Peintures"
cl010060584;"La Sainte Famille avant le retour d'Egypte";"Le Brun, Charles ; France";"vers 1655";"INV 2881; MR 1921";"Département des Peintures"
cl010060585;"Entrée d'Alexandre dans Babylone";"Le Brun, Charles ; France";"1664 / 1665  (3e quart du XVIIe siècle)";"INV 2898; MR 1919";"Département des Peintures"
cl010060586;"Le passage du Granique";"Le Brun, Charles ; France";"1664 / 1665  (3e quart du XVIIe siècle)";"INV 2894; MR 1915";"Département des Peintures"
cl010060587;"La bataille d'Arbelles";"Le Brun, Charles ; France";"1668 / 1669  (3e quart du XVIIe siècle)";"INV 2895; MR 1916";"Département des Peintures"
cl010060588;"Le Sommeil de l'Enfant Jésus ou Le Silence";"Le Brun, Charles ; France";1655;"INV 2880; MR 1914";"Département des Peintures"
cl010060589;"Alexandre et Porus";"Le Brun, Charles ; France";"1672 / 1673  (3e quart du XVIIe siècle)";"INV 2897; MR 1918";"Département des Peintures"
cl010060590;"Courage des femmes de Sparte se défendant contre les Messéniens";"Le Barbier, Jean Jacques François ; France";1787;"INV 2413; MR 1904";"Département des Peintures"
cl010060591;"S.M.l'empereur distribuant des secours aux inondés à Lyon";"Lazerges, Hippolyte ; France";"1850 / 1875  (3e quart du XIXe siècle)";"INV 20539";"Département des Peintures"
cl010060597;"Portière de la licorne";"Le Brun, Charles ; France";"vers 1670";"INV 3486 C; B 1748";"Département des Peintures"
cl010060598;"Figures et motifs décoratifs";"Le Brun, Charles ; France";1671;"INV 3034; B 1746";"Département des Peintures"
cl010060599;L'Air;"Le Brun, Charles ; France";"1664 / 1665  (XVIIe siècle)";"INV 2998; MR 1496";"Département des Peintures"
cl010060600;"Le Soir ou Morphée";"Le Brun, Charles ; France";"1667 / 1669  (2e moitié du XVIIe siècle)";"INV 2903";"Département des Peintures"
cl010060601;"L’Eau ou Le Triomphe de Neptune et d’Amphitrite";"Le Brun, Charles ; France";"1667 / 1669  (2e moitié du XVIIe siècle)";"INV 2902";"Département des Peintures"
cl010060602;"La Nuit ou Diane";"Le Brun, Charles ; France";"1667 / 1669  (Fin du XVIIe siècle)";"INV 2904";"Département des Peintures"
cl010060603;"Charles Alphonse Dufresnoy (1611-1668)";"Le Brun, Charles ; France";"1643 / 1644  (Milieu du XVIIe siècle)";"INV 2951; MR 1936";"Département des Peintures"
cl010060604;"Le Crucifix aux anges";"Le Brun, Charles ; France";"1661 / 1686  (2e moitié du XVIIe siècle)";"INV 2886; MR 1922";"Département des Peintures"
cl010060605;"L'Adoration des bergers";"Le Brun, Charles ; France";1689;"INV 2879; MR 1923";"Département des Peintures"
cl010060606;"Louis Testelin (1615-1665), peintre";"Le Brun, Charles ; France";"1648 / 1650  (Milieu du XVIIe siècle)";"INV 2952; MR 1935";"Département des Peintures"
cl010060607;"Jésus portant sa croix";"Le Brun, Charles ; France";1688;"INV 2884; MR 1929";"Département des Peintures"
cl010060608;"La descente du Saint Esprit";"Le Brun, Charles ; France";"1656 / 1657  (Milieu du XVIIe siècle)";"INV 2888; MR 1926";"Département des Peintures"
cl010060609;Pietà;"Le Brun, Charles ; France";"vers 1644";"INV 2887; MR 1931";"Département des Peintures"
cl010060610;"Raymond Diocrès répond après sa mort";"Le Sueur, Eustache ; France";"1645 / 1648  (2e quart du XVIIe siècle)";"INV 8026; MR 2012";"Département des Peintures"
cl010060611;"Saint Bruno en prière";"Le Sueur, Eustache ; France";"1645 / 1648  (2e quart du XVIIe siècle)";"INV 8027; MR 2013";"Département des Peintures"
cl010060612;"Vue de Paris avec le plan de la Chartreuse de Paris porté par deux angelots";"Le Sueur, Eustache ; France";"1625 / 1650  (2e quart du XVIIe siècle)";"INV 8048; MR 2033";"Département des Peintures"
cl010060614;"L'ode à Vénus. Junon à Nauplie. L'union des poésies grecque et latine. Esquisse.";"Le Roux, Hector ; France";1859;"INV 20535";"Département des Peintures"
cl010060615;"Un Baptême russe";"Le Prince, Jean-Baptiste ; France";1765;"INV 7331; MR 2008";"Département des Peintures"
cl010060616;"La Messe pontificale";"Le Nain, Antoine ; Le Nain, Louis ; France";"vers 1646";"INV 6841; MR 1996";"Département des Peintures"
cl010060617;"L'Adoration des bergers";"Le Nain, Mathieu ; Le Nain, Louis ; Le Nain, Antoine ; France";"1630 / 1632  (2e quart du XVIIe siècle)";"INV 6837; MR 1993";"Département des Peintures"
cl010060618;"La Forge";"Le Nain, Louis ; Le Nain, Antoine ; France";"vers 1640";"INV 6838; MR 1992";"Département des Peintures"
cl010060619;"La mort de Saphire";"Le Clerc, Sébastien II ; France";"vers 1718";"INV 3252; MR 1951";"Département des Peintures"
cl010060620;"Les enfants jardiniers : l'hiver";"Le Brun, Charles ; France";"1650 / 1700  (2e moitié du XVIIe siècle)";"INV 3027; B 1734";"Département des Peintures"
cl010060621;L'Automne;"Le Brun, Charles ; France";"1600 / 1700  (XVIIe siècle)";"INV 3003; B 1724";"Département des Peintures"
cl010060622;Calliope;"Le Sueur, Eustache ; France";"1652 / 1655  (Milieu du XVIIe siècle)";"INV 8061; MR 2048";"Département des Peintures"
cl010060623;"La Naissance de l'Amour";"Le Sueur, Eustache ; France";"1645 / 1647  (2e quart du XVIIe siècle)";"INV 8050; MR 2054";"Département des Peintures"
cl010060624;"Clio, Euterpe et Thalie";"Le Sueur, Eustache ; France";"1652 / 1655  (Milieu du XVIIe siècle)";"INV 8057; MR 2047";"Département des Peintures"
cl010060625;"La Déposition du Christ";"Le Sueur, Eustache ; France";"vers 1651";"INV 8017; MR 2042";"Département des Peintures"
cl010060626;"Apparition de la Vierge, accompagnée de sainte Agnès, sainte Thècle, saint Pierre et saint Paul à saint Martin";"Le Sueur, Eustache ; France";"1654 / 1655  (Milieu du XVIIe siècle)";"INV 8022; MR 2035";"Département des Peintures"
cl010060627;"Saint Bruno examine un dessin des thermes de Dioclétien, emplacement de la future chartreuse de Rome";"Le Sueur, Eustache ; France";"1625 / 1650  (2e quart du XVIIe siècle)";"INV 8047; MR 2032";"Département des Peintures"
cl010060628;"Jésus portant sa croix";"Le Sueur, Eustache ; France";"vers 1651";"INV 8016; MR 2041";"Département des Peintures"
cl010060629;L’Annonciation;"Le Sueur, Eustache ; France";1652;"INV 8015; MR 2038";"Département des Peintures"
cl010060630;"Saint Gervais et saint Protais, amenés devant Astasius, refusent de sacrifier à Jupiter";"Le Sueur, Eustache ; France";"vers 1652";"INV 8019; MR 2039";"Département des Peintures"
cl010060631;"Saint Bruno assiste au sermon de Raymond Diocrès";"Le Sueur, Eustache ; France";"1645 / 1648  (2e quart du XVIIe siècle)";"INV 8024; MR 2010";"Département des Peintures"
cl010060632;"Mort de Raymond Diocrès";"Le Sueur, Eustache ; France";1648;"INV 8025; MR 2011";"Département des Peintures"
cl010060633;"Saint Bruno en prière";"Le Sueur, Eustache ; France";"1645 / 1648  (2e quart du XVIIe siècle)";"INV 8042; MR 2027";"Département des Peintures"
cl010060634;"Saint Bruno aux pieds du pape Urbain II";"Le Sueur, Eustache ; France";"1645 / 1648  (2e quart du XVIIe siècle)";"INV 8040; MR 2025";"Département des Peintures"
cl010060635;"Saint Bruno reçoit un message du pape";"Le Sueur, Eustache ; France";"1645 / 1648  (2e quart du XVIIe siècle)";"INV 8039; MR 2024";"Département des Peintures"
cl010060636;"Saint Bruno fait construire le monastère de la Grande Chartreuse";"Le Sueur, Eustache ; France";"1645 / 1648  (2e quart du XVIIe siècle)";"INV 8035; MR 2020";"Département des Peintures"
cl010060637;"Saint Bruno donne l'habit à plusieurs novices";"Le Sueur, Eustache ; France";"1645 / 1648  (2e quart du XVIIe siècle)";"INV 8038; MR 2023";"Département des Peintures"
cl010060638;"Le pape Victor III confirme l'institution des Chartreux";"Le Sueur, Eustache ; France";"1645 / 1648  (2e quart du XVIIe siècle)";"INV 8037; MR 2022";"Département des Peintures"
cl010060639;"Vénus présente l'Amour à Jupiter";"Le Sueur, Eustache ; France";"1645 / 1647  (2e quart du XVIIe siècle)";"INV 8051; MR 2059";"Département des Peintures"
cl010060640;"Ganymède enlèvé par Jupiter";"Le Sueur, Eustache ; France";"vers 1644";"INV 8062; MR 2045";"Département des Peintures"
cl010060641;"L'Amour, réprimandé par sa mère, se réfugie dans les bras de Cérès";"Le Sueur, Eustache ; France";"1645 / 1647  (2e quart du XVIIe siècle)";"INV 8052; MR 2056";"Département des Peintures"
cl010060642;"L'Amour reçoit l'hommage de Diane, d'Apollon et de Mercure";"Le Sueur, Eustache ; France";"1645 / 1647  (2e quart du XVIIe siècle)";"INV 8053; MR 2057";"Département des Peintures"
cl010060643;"Phaéton demande à Apollon la conduite du char du soleil";"Le Sueur, Eustache ; France";"1652 / 1655  (Milieu du XVIIe siècle)";"INV 8056; MR 2037";"Département des Peintures"
cl010060644;"L'Amour dérobe la foudre à Jupiter";"Le Sueur, Eustache ; France";"1645 / 1647  (2e quart du XVIIe siècle)";"INV 8055; MR 2046";"Département des Peintures"
cl010060645;"Arrivée de saint Bruno à Grenoble chez saint Hugues";"Le Sueur, Eustache ; France";"1645 / 1648  (2e quart du XVIIe siècle)";"INV 8033; MR 2018";"Département des Peintures"
cl010060646;"Saint Bruno engage ses disciples et ses amis à quitter le monde";"Le Sueur, Eustache ; France";"1645 / 1648  (2e quart du XVIIe siècle)";"INV 8029; MR 2015";"Département des Peintures"
cl010060647;"Melpomène, Érato et Polymnie";"Le Sueur, Eustache ; France";"1652 / 1655  (Milieu du XVIIe siècle)";"INV 8058; MR 2051";"Département des Peintures"
cl010060648;"Saint Bruno et ses compagnons, avant de partir pour Grenoble, distribuent tous leurs biens aux pauvres";"Le Sueur, Eustache ; France";"1645 / 1648  (2e quart du XVIIe siècle)";"INV 8031; MR 2017";"Département des Peintures"
cl010060649;Terpsichore;"Le Sueur, Eustache ; France";"1652 / 1655  (Milieu du XVIIe siècle)";"INV 8060; MR 2050";"Département des Peintures"
cl010060650;"Voyage à la chartreuse";"Le Sueur, Eustache ; France";"1645 / 1648  (2e quart du XVIIe siècle)";"INV 8034; MR 2019";"Département des Peintures"
cl010060651;"Songe de saint Bruno";"Le Sueur, Eustache ; France";"1645 / 1648  (2e quart du XVIIe siècle)";"INV 8030; MR 2016";"Département des Peintures"
cl010060652;"Saint Bruno prend l'habit monastique";"Le Sueur, Eustache ; France";"1645 / 1648  (2e quart du XVIIe siècle)";"INV 8036; MR 2021";"Département des Peintures"
cl010060653;"Saint Bruno enseigne la théologie dans les écoles de Reims";"Le Sueur, Eustache ; France";"1645 / 1648  (2e quart du XVIIe siècle)";"INV 8028; MR 2014";"Département des Peintures"
cl010060654;"Saint Bruno est enlevé au ciel par les anges";"Le Sueur, Eustache ; France";"1645 / 1648  (2e quart du XVIIe siècle)";"INV 8046; MR 2031";"Département des Peintures"
cl010060655;"Mort de saint Bruno le 6 octobre 1101";"Le Sueur, Eustache ; France";"1645 / 1648  (2e quart du XVIIe siècle)";"INV 8045; MR 2030";"Département des Peintures"
cl010060656;"Saint Bruno refuse l'archevêché de Reggio que lui offre Urbain II";"Le Sueur, Eustache ; France";"1645 / 1648  (2e quart du XVIIe siècle)";"INV 8041; MR 2026";"Département des Peintures"
cl010060657;"Prise d'habit de saint Guillaume d'Aquitaine";"Loir, Nicolas ; France";"1625 / 1650  (2e quart du XVIIe siècle)";"INV 8784";"Département des Peintures"
cl010060659;"Saint Paul";"Licherie, Louis ; France";"1600 / 1700  (XVIIe siècle)";"INV 8572; B 2543";"Département des Peintures"
cl010060662;"La Victoire et le Génie des Arts";"Guillon-Lethière, Guillaume ; France";1800;"INV 20340";"Département des Peintures"
cl010060663;"Vue d'un palais imaginaire";"Le Maire, Jean ; France ; France";"1640 / 1660  (Milieu du XVIIe siècle)";"INV 6419; L41.932; R 534; MR 1979";"Département des Peintures"
cl010060664;"Ruines antiques";"Le Maire, Jean ; France ; France";"1640 / 1660  (Milieu du XVIIe siècle)";"INV 6418; MR 1978";"Département des Peintures"
cl010060665;"Une grange ruinée que le soleil éclaire. Intérieur des écuries de Mécène à Tivoli";"Legillon, Jean-Francois ; France";1789;"INV 6162; MR 1974";"Département des Peintures"
cl010060667;"Portrait d'homme";"Lefebvre, Claude ; France ; Champaigne, Jean-Baptiste de";1667;"INV 4381; MR 1963";"Département des Peintures"
cl010060668;"Abraham et les trois anges";"Lèbre, André ; France";"1690 / 1700  (2e moitié du XVIIe siècle)";"INV 20006";"Département des Peintures"
cl010060669;"Le Commerce";"Mauzaisse, Jean Baptiste ; France";"1825 / 1850  (2e quart du XIXe siècle)";"INV 6545; C 305";"Département des Peintures"
cl010060670;"Les Sciences";"Mauzaisse, Jean Baptiste ; France";"1825 / 1850  (2e quart du XIXe siècle)";"INV 6544; C 304";"Département des Peintures"
cl010060671;"Les Arts";"Mauzaisse, Jean Baptiste ; France";"1825 / 1850  (2e quart du XIXe siècle)";"INV 6543; C 303";"Département des Peintures"
cl010060672;"L' Automne";"Mauzaisse, Jean Baptiste ; France";"1825 / 1850  (2e quart du XIXe siècle)";"INV 6541; C 298 bis";"Département des Peintures"
cl010060673;"L' Hiver";"Mauzaisse, Jean Baptiste ; France";"1825 / 1850  (2e quart du XIXe siècle)";"INV 6542; C 298 bis";"Département des Peintures"
cl010060674;"Le Printemps";"Mauzaisse, Jean Baptiste ; France";"1825 / 1850  (2e quart du XIXe siècle)";"INV 6539; C 298 bis";"Département des Peintures"
cl010060675;"La Sagesse divine donnant des lois aux rois et aux législateurs";"Mauzaisse, Jean Baptiste ; France";1827;"INV 6551; C 231";"Département des Peintures"
cl010060676;"L' Air";"Mauzaisse, Jean Baptiste ; France";"1825 / 1850  (2e quart du XIXe siècle)";"INV 6550; C 302";"Département des Peintures"
